Episode,Total Reward,Steps,Inventory Size,Epsilon,Time (s),Actor Loss,Critic Loss
313,14.477652594588156,200,-7.0,N/A,26.270262002944946,-0.04212819,0.18535128
314,26.83935993852413,200,-3.0,N/A,26.166775226593018,-0.034692187,0.18581903
315,46.075321391794475,200,-4.0,N/A,25.005191802978516,-0.12123598,0.20788544
316,29.55834240001786,200,-9.0,N/A,27.043787956237793,-0.06810642,0.20337164
317,38.82244951846224,200,-1.0,N/A,24.38079285621643,-0.030732784,0.1947928
318,29.40050091243261,200,-1.0,N/A,24.20283532142639,-0.11538052,0.19685405
319,21.671026843373255,200,-11.0,N/A,23.823097229003906,-0.023618614,0.16172369
320,46.33812472086903,200,-11.0,N/A,23.95172882080078,-0.08609563,0.1828875
321,-20.049557102646187,200,-24.0,N/A,23.964455127716064,-0.016819682,0.21625826
322,50.108426601642016,200,-13.0,N/A,23.883266925811768,-0.08753544,0.19731563
323,26.787884335722495,200,-6.0,N/A,23.96984601020813,-0.15170386,0.1969257
324,39.55813423943711,200,-2.0,N/A,23.93946385383606,-0.08693076,0.19297542
325,35.08485552761269,200,-6.0,N/A,25.263559103012085,-0.06774794,0.16852184
326,20.934891170157677,200,-3.0,N/A,24.757211208343506,-0.087584056,0.18483639
327,39.16340450275321,200,3.0,N/A,24.260626792907715,-0.058389083,0.1666588
328,27.351677252243714,200,-14.0,N/A,24.059454917907715,-0.075328976,0.19527058
329,6.73100902368639,200,-18.0,N/A,24.104398250579834,-0.100156695,0.21599153
330,33.00564489689286,200,-20.0,N/A,23.874265909194946,-0.07706724,0.2060652
331,23.532406161556455,200,-12.0,N/A,23.945374965667725,-0.073506504,0.18310627
332,49.34306925083773,200,-6.0,N/A,23.90884804725647,0.00038915986,0.19768625
333,40.1805900872268,200,7.0,N/A,23.933264017105103,-0.10068409,0.22056466
334,37.17850181932989,200,3.0,N/A,23.96015191078186,-0.16203223,0.20263702
